timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-02-04T12:57:23,codecarbon,d801da0e-e40b-4548-bdbb-f536ac1339ac,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.4474467999999998,2.139471448692437e-06,4.781510223544873e-06,22.5,0.4531496186749005,2.9133195877075195,2.617860625000001e-06,5.2777820000000007e-08,3.2816797163772587e-07,2.9988064166377273e-06,India,IND,maharashtra,,,Windows-10-10.0.22631-SP0,3.9.10,2.8.3,12,11th Gen Intel(R) Core(TM) i5-11400H @ 2.70GHz,1,1 x GeForce GTX 1650,73.8502,18.5211,7.768852233886719,machine,N,1.0
